Word,Ocurrences
aviso,59
enseñar,59
coches,59
color,59
cocinero,59
quizás,59
contárselo,59
vengan,59
ponemos,59
ponme,59
anteriores,59
aun,59
junta,59
julito,59
egoísta,59
grandes,59
capítulos,59
sentía,59
coma,59
llames,59
preocupado,59
buscarte,59
contrato,59
conocía,59
enferma,59
calor,59
fase,59
social,59
tratamiento,59
convencido,59
parezca,59
distancia,59
intenté,59
pelota,58
borracho,58
preparar,58
mentido,58
ataque,58
cristal,58
pedazo,58
decimos,58
engañado,58
expediente,58
encuentre,58
absurdo,58
volveré,58
apolo,58
presión,58
llamó,58
ramala,58
buscado,58
cual,58
muchísimas,58
cajas,58
fantasma,58
cógelo,58
perdonar,58
carne,58
consecuencias,58
razones,58
fijo,58
cristina,57
inferno,57
óscar,57
derecha,57
cobertura,57
sistema,57
primeros,57
terapia,57
queríamos,57
forense,57
servicio,57
mochila,57
ayudado,57
papa,57
recordar,57
vacío,57
ésa,57
cabo,57
unidad,57
adentro,57
ley,57
estudio,57
traslado,57
contesta,57
apetecía,57
meterme,57
tomas,57
privada,57
privado,57
campo,57
claudia,57
gripe,57
registro,57
querida,57
periódico,57
castigo,57
entramos,56
quedes,56
quítate,56
gafas,56
engañar,56
copas,56
confío,56
declarar,56
militar,56
aprendido,56
desapareció,56
películas,56
ponerle,56
tutora,56
dispara,56
fío,56
pillo,56
detalle,56
hagáis,56
historias,56
adolescente,56
vía,56
aguanto,56
disfrutar,56
madres,56
nervios,56
ejército,55
necesites,55
dilo,55
chinas,55
controlado,55
dibujo,55
delito,55
cortar,55
izquierda,55
bronca,55
diferentes,55
maravilloso,55
héroe,55
kilómetros,55
gano,55
explico,55
compartir,55
injusto,55
estate,55
costado,55
karim,55
ideas,55
escribir,55
mamen,55
camarero,55
faltan,55
the,55
tirada,55
carga,55
señoría,54
querría,54
opciones,54
maneras,54
mover,54
huevo,54
despedirme,54
tetas,54
contarle,54
rara,54
preocuparte,54
toni,54
eche,54
viviendo,54
gobernanta,54
amo,54
piba,54
piro,54
iguales,54
habrán,54
sagasta,54
julián,54
caballo,54
caliente,54
campeón,54
celos,54
pon,54
sociales,54
gitana,54
crea,54
pista,54
familiar,54
viejos,54
interés,54
marca,54
dará,54
daría,53
oiga,53
ja,53
besa,53
investigando,53
jacques,53
profesional,53
sueldo,53
enfermos,53
santo,53
fuerzas,53
tatiana,53
maldita,53
ponerme,53
comedor,53
hablaré,53
toneladas,53
lamas,53
clave,53
perfil,53
coca,53
debido,53
cerrándose,53
idioma,53
apareció,53
echan,53
siglo,53
querían,53
estuvimos,53
dais,53
capitán,53
elisa,53
menuda,53
limpia,53
dedo,53
automatizada,52
escuchas,52
preparados,52
levanta,52
psicólogo,52
equivocas,52
cervezas,52
condiciones,52
piedra,52
refieres,52
existen,52
kabila,52
parejas,52
verá,52
periodista,52
bola,52
pocas,52
dejaré,52
tendríamos,52
coñazo,52
estómago,52
duchas,52
gustó,52
andar,52
acento,52
ponía,52
material,52
custodia,52
camisa,52
grabar,52
esperanza,52
caballero,52
habitaciones,52
tenerlo,52
berta,52
tesoro,52
teléfonos,52
decís,52
uniforme,52
desván,52
preocupada,52
cagar,52
accionistas,52
larga,52
pánico,52
animales,52
sabiendo,52
deuda,52
parto,51
estarías,51
vine,51
suave,51
chacha,51
enseñado,51
quieran,51
llegando,51
costa,51
vernos,51
soledad,51
controlar,51
harán,51
portazo,51
piano,51
directo,51
hubieran,51
sitios,51
soltar,51
cierre,51
york,51
pis,51
juzgado,51
podrían,51
gimnasia,51
violencia,51
seáis,51
matan,51
entradas,51
confías,51
leopoldo,51
azul,51
fiar,51
ambas,51
guardar,50
rabia,50
humo,50
quito,50
alemán,50
kilos,50
espacio,50
parado,50
compras,50
diamantes,50
necesidad,50
tengamos,50
denunciar,50
tirando,50
taquilla,50
podíamos,50
preparando,50
gemidos,50
pedo,50
dejarme,50
armando,50
peña,50
gustavo,50
presentar,50
compañía,50
poli,50
ascensor,50
imágenes,50
prima,50
planta,50
dejen,50
menores,50
aparecer,50
bajado,50
pedirme,50
preguntando,50
arrepiento,50
puente,50
demostrado,50
vargas,50
general,50
ritmo,50
matarte,50
deseando,49
jugamos,49
ocupado,49
julieta,49
contenedor,49
explique,49
sentado,49
edificio,49
meta,49
paseo,49
saldrá,49
chándal,49
perdida,49
princesa,49
imaginar,49
bravo,49
gato,49
funcionar,49
suelto,49
maravilla,49
arreglado,49
vives,49
palo,49
tomo,49
puñetera,49
diferencia,49
bebés,49
unidades,49
diera,49
ponerse,49
encerrada,49
rosa,49
leches,49
chungo,49
esperamos,49
testigo,49
disco,49
baños,49
despedido,49
servido,49
operativo,49
sos,49
entregar,49
cantar,49
olvide,49
hacernos,49
váter,49
desayunar,49
traicionar,49
my,48
clientes,48
deprisa,48
acceso,48
quise,48
miro,48
móviles,48
jonathan,48
termine,48
apenas,48
camión,48
empiezas,48
cuidadito,48
portado,48
hechos,48
obras,48
comisaria,48
escolar,48
maleta,48
celosa,48
adolescentes,48
sonrisa,48
pregúntale,48
güey,48
convencer,48
elecciones,48
ruso,48
tatuaje,48
aprovechar,48
comiendo,48
decides,48
artículo,48
oli,48
entrevista,48
cría,48
hacerse,48
chaqueta,48
vicente,48
policial,48
cuídate,48
enviado,48
estuviste,48
vistazo,48
odia,48
echando,48
simple,48
aparecido,47
olla,47
espaldas,47
temas,47
morro,47
darles,47
ejercicios,47
paro,47
reír,47
avisado,47
identidad,47
nena,47
personales,47
cuerda,47
pilla,47
pasaría,47
estando,47
garcía,47
documentos,47
web,47
especie,47
colores,47
ayudando,47
casos,47
patrón,47
regla,47
reglas,47
levántate,47
felicidad,46
sh,46
sr,46
gilipolleces,46
consciente,46
partida,46
bolso,46
pinche,46
serlo,46
refiero,46
pongan,46
través,46
hueco,46
prometí,46
atracadores,46
callado,46
extraño,46
discoteca,46
reconozco,46
escenario,46
bienvenido,46
diego,46
afecta,46
pensamos,46
chivato,46
iría,46
tiempos,46
estéis,46
huyendo,46
tutor,46
chis,46
marbella,46
yonqui,46
ejercicio,46
debía,46
apagado,46
anterior,46
olé,46
tuyos,46
decírtelo,46
nacer,46
propuesta,46
lloras,46
numerito,46
reventar,46
hanbal,46
altura,46
asumir,46
local,46
cargada,46
igualmente,46
actitud,46
currículum,46
volar,46
fiebre,46
fátima,46
romántico,46
c,45
piénsatelo,45
fiestas,45
sabrá,45
defender,45
habló,45
borde,45
claras,45
sensible,45
champán,45
trabajos,45
copia,45
deporte,45
piénsalo,45
comprobar,45
acerca,45
compañeras,45
venid,45
deciros,45
humano,45
casarte,45
psicópata,45
oficial,45
apunto,45
intervención,45
bragas,45
gallinas,45
gritar,45
metal,45
pendejo,45
liar,45
positivo,45
alex,45
mandé,45
importas,45
proteger,45
llevarte,45
caras,45
decirles,45
servir,45
podremos,45
daré,45
flipo,44
fe,44
flipas,44
queja,44
bolas,44
salgan,44
fueran,44
prometiste,44
parió,44
katy,44
volviendo,44
descubrir,44
pavos,44
pareció,44
ansiedad,44
pocos,44
soltera,44
contaste,44
corte,44
precioso,44
judicial,44
amante,44
iros,44
tumba,44
ilegal,44
éxito,44
mente,44
dedos,44
luces,44
pille,44
carácter,44
levantado,44
alberto,44
entran,44
titubea,44
antiguo,44
agenda,44
besito,44
buscarme,44
fecha,44
imita,44
escuela,44
tuvimos,44
contestador,44
piezas,44
pintar,44
completo,44
tendréis,44
época,44
cansada,44
debí,44
cometido,43
mate,43
pretendes,43
pasen,43
vaso,43
doce,43
estaremos,43
tráfico,43
presente,43
vimos,43
ligar,43
conté,43
crimen,43
comes,43
discurso,43
revés,43
arena,43
almacén,43
soñado,43
rata,43
habrías,43
ríes,43
miles,43
sabíamos,43
dosis,43
humor,43
dejarle,43
juega,43
llegaste,43
personalmente,43
pida,43
pico,43
obvio,43
gas,43
ciao,43
viniste,43
currar,43
metió,43
meten,43
momentito,43
portugués,43
hablarme,43
pierdes,43
cantan,43
pierna,43
carpeta,43
ibiza,43
orgullo,43
maten,43
pillan,43
agitadamente,43
cristales,43
fila,43
fernández,43
s,42
taller,42
niñata,42
creías,42
méxico,42
preferiría,42
base,42
cruzados,42
celdas,42
flipar,42
atreves,42
déjale,42
falso,42
pares,42
sacas,42
hablé,42
parís,42
reconocer,42
discutir,42
paciente,42
lleves,42
grabando,42
salgamos,42
preñada,42
resultado,42
vídeos,42
efectivamente,42
sobrevivir,42
enterarse,42
rayes,42
gallina,42
concursantes,42
comisario,42
apa,42
sonríe,42
crímenes,42
mierdas,42
gilipollez,42
científica,42
perdió,42
pinza,42
honor,42
flipando,42
cuentos,42
tratar,42
san,42
decide,42
pierdo,42
azotea,42
labios,42
elena,42
ambiente,42
viernes,42
proceso,42
sacarlo,42
sufrido,42
akame,41
seguros,41
viniendo,41
okey,41
techo,41
metí,41
cambió,41
llamarme,41
patas,41
serías,41
envidia,41
desaparición,41
farol,41
maravillosa,41
sabés,41
bicho,41
raras,41
contactos,41
duerme,41
iremos,41
enfermera,41
metida,41
puñetero,41
mismas,41
críos,41
ada,41
ratito,41
trío,41
importaría,41
turco,41
lago,41
hey,41
ocultar,41
reviento,41
contratar,41
pasada,41
dejadme,41
alturas,41
argentina,41
frase,41
listos,41
darnos,41
comité,41
hablaste,41
instituto,41
cumplido,41
queráis,41
finca,41
mandó,41
saltar,41
tomes,41
querés,41
equivoqué,41
aprobado,41
vestuario,41
voluntad,41
pelea,41
volvería,41
viento,41
principal,41
posibilidades,41
asalto,41
chist,41
sacarte,41
peores,41
pobres,41
actuar,40
baba,40
matarnos,40
coartada,40
llamamos,40
buzón,40
golpean,40
mentirosa,40
gesto,40
leyendo,40
descarga,40
condón,40
bonitas,40
esposa,40
concierto,40
ahogado,40
ladrón,40
bote,40
probable,40
expulsado,40
concursante,40
resolver,40
colaboración,40
cojonudo,40
sincera,40
recibir,40
aprobar,40
sobrino,40
adn,40
rock,40
cni,40
dispuesta,40
irás,40
detalles,40
bruja,40
marruecos,40
romeo,40
compra,40
mayoría,40
cargar,40
diario,40
patético,40
ayudó,40
coja,40
cocaína,40
jodiendo,40
hablarlo,40
andando,40
salí,40
meterse,40
pierde,40
chapa,40
unai,40
pediste,40
josé,40
inútil,40
perra,40
muriendo,40
peligrosa,40
encantan,40
sentirme,40
encontrarlo,40
buenísimo,40
tardado,40
colaborar,40
inspira,39
echarte,39
sospechoso,39
on,39
echarle,39
operar,39
comunicación,39
query,39
consigue,39
despertar,39
tranqui,39
asesina,39
mundial,39
seguido,39
conservera,39
símbolo,39
cantidad,39
veinte,39
esconde,39
tire,39
verdadero,39
empecé,39
aceptado,39
salía,39
universidad,39
jesús,39
comentario,39
case,39
norman,39
hubiéramos,39
pasillos,39
tuvieras,39
vuelo,39
pieza,39
mírala,39
exposición,39
gobierno,39
informado,39
dimisión,39
dignidad,39
modelo,39
funeral,39
rollito,39
infectados,39
muera,39
indistintas,39
usb,39
volando,39
tranquilamente,39
salvado,39
cuantos,39
príncipe,39
lujo,39
plaza,39
toalla,39
pagan,39
museo,39
embargo,39
encontraron,39
alzhéimer,39
subido,39
curar,39
restos,38
suspender,38
cagando,38
pastilla,38
sentí,38
descansa,38
correo,38
medios,38
fingir,38
dudo,38
margen,38
escena,38
funcionan,38
quemado,38
fantasmas,38
parking,38
papi,38
íntimo,38
pego,38
intentaré,38
cari,38
quedaba,38
robó,38
pidas,38
encontró,38
cayendo,38
deber,38
exprés,38
mejorar,38
contestar,38
abandonar,38
invitados,38
supiera,38
balas,38
regaló,38
distorsionada,38
talento,38
alegre,38
cachondo,38
tormenta,38
limpiadora,38
venganza,38
infantil,38
castigado,38
enterrado,38
payaso,38
dani,38
pendientes,38
quitarte,38
sofá,38
árbol,38
ilusiones,37
lavandería,37
amiguitos,37
superado,37
últimas,37
volvió,37
pedimos,37
perdono,37
veré,37
arteche,37
organizar,37
estrés,37
firmado,37
espérame,37
raya,37
apuesta,37
novoa,37
juegas,37
excusas,37
ocurrir,37
éstos,37
pensarlo,37
absoluto,37
echó,37
crear,37
nazi,37
bla,37
natural,37
venís,37
pija,37
directa,37
ofrecido,37
curiosidad,37
cepo,37
caña,37
carmiña,37
pozo,37
humanos,37
líos,37
cubierto,37
tardar,37
tuyas,37
magia,37
convertido,37
llores,37
pegas,37
central,37
conocen,37
súper,37
pacto,37
quejidos,37
dámelo,37
propios,37
echaba,37
favores,36
entré,36
tripa,36
solucionado,36
distinto,36
chulo,36
vigila,36
preguntarte,36
regalado,36
perdemos,36
querrás,36
incapaz,36
esperad,36
paredes,36
modo,36
treinta,36
sombra,36
regalos,36
costó,36
protegerte,36
celebrarlo,36
despertado,36
dejaría,36
respuestas,36
hermanito,36
marchar,36
deberían,36
caen,36
traicionado,36
obligado,36
dei,36
asesinado,36
escribe,36
sábanas,36
debió,36
acabará,36
abortar,36
rescate,36
desnuda,36
antigua,36
red,36
típico,36
sapo,36
frida,36
grano,36
espejo,36
paquete,36
callas,36
seco,36
gratis,36
pelos,36
muestra,36
perdonad,36
enseño,36
billete,36
carpa,36
tiroteo,36
decirnos,36
sacarla,36
trajo,36
traen,36
cuerpos,36
pague,36
bebido,36
niñato,35
mail,35
guapos,35
temporada,35
oí,35
condición,35
piensen,35
llamaste,35
olor,35
contaba,35
martínez,35
abras,35
grabado,35
torres,35
escaleras,35
trabajas,35
comentarios,35
sucio,35
viky,35
pecado,35
ánimo,35
sesión,35
costar,35
beltrán,35
diana,35
apuntas,35
acogida,35
venías,35
escándalo,35
fuéramos,35
emocionada,35
esposas,35
afuera,35
oscuro,35
empieces,35
consigues,35
mágico,35
señales,35
molestar,35
letra,35
valla,35
sentar,35
antoñanzas,35
tómate,35
puro,35
conseguirlo,35
cagas,35
empiece,35
dormida,35
exterior,35
cuáles,35
enano,35
máxima,35
cuida,35
parker,35
piedras,35
pillas,35
sacamos,35
arreglarlo,35
pérez,35
secretaria,35
puesta,35
abogados,35
sacarme,35
silbido,35
pringado,35
dulce,35
servicios,35
frutos,34
mapa,34
casper,34
supe,34
siéntese,34
enorme,34
mogollón,34
tocarme,34
mandan,34
parámetros,34
queriendo,34
siguiendo,34
preguntes,34
permite,34
llevando,34
jadean,34
descanso,34
campamento,34
fichas,34
medias,34
reyes,34
dejara,34
dificultad,34
secuestrado,34
cuadros,34
conexión,34
testigos,34
jodidos,34
utilizando,34
prometes,34
mueres,34
separar,34
principios,34
soldados,34
hablaremos,34
agnus,34
zumbido,34
clarísimo,34
intro,34
acercar,34
urgencia,34
alcalde,34
faltado,34
pájaros,34
sorprende,34
socio,34
tuvieron,34
hombro,34
aquello,34
zapatos,34
fallado,34
obligación,34
veréis,34
lleváis,34
cogí,34
agitado,34
paloma,34
chimenea,34
buscaba,34
paulita,34
cálmate,34
regalito,34
familias,34
muñeca,34
quererte,34
mexicanos,34
vayáis,34
tomás,34
novedad,34
supieras,34
escuchadme,34
escucho,34
galicia,34
intimidad,34
prioridad,34
joderme,34
vieron,34
juan,34
quitarme,34
dándole,34
lluvia,34
guapísima,34
x,33
orgullosa,33
baje,33
quince,33
pusiste,33
mazo,33
arrepentir,33
desgraciado,33
guarra,33
suficientes,33
quitas,33
infectado,33
cambie,33
silvia,33
contaré,33
viera,33
emergencia,33
despertador,33
esperan,33
comen,33
revisión,33
demasiada,33
odias,33
negativo,33
truco,33
dejaba,33
parada,33
tengáis,33
búho,33
reserva,33
duermo,33
matrícula,33
borrado,33
compromiso,33
deberes,33
andas,33
malick,33
respetar,33
cabe,33
cueste,33
eco,33
escondite,33
negar,33
gritando,33
cargador,33
metro,33
brillante,33
life,33
cola,33
hondo,33
jodan,33
pum,33
equivocando,33
lunes,33
volvamos,33
querrá,33
pensáis,33
miente,33
dejarnos,33
maletas,33
malcolm,33
electrónica,33
matías,33
aula,33
plata,33
digáis,33
empezaron,33
corresponde,33
tabaco,33
subiendo,33
engañando,33
abandonado,32
k,32
u,32
sótano,32
borrar,32
gayumbos,32
echarme,32
levante,32
inhala,32
estuvieras,32
gentuza,32
mear,32
oculta,32
aparezca,32
mentiroso,32
vigilando,32
jóvenes,32
atado,32
parad,32
pérdida,32
mientas,32
pusieron,32
efectos,32
abrid,32
ayudarla,32
intermitente,32
blog,32
engañas,32
lección,32
cortés,32
huevón,32
desconocido,32
cumplen,32
bufete,32
traigan,32
porros,32
ratas,32
dijera,32
buah,32
encinas,32
rápida,32
empiezan,32
nacido,32
perderte,32
rías,32
ciego,32
bienvenidos,32
encerrados,32
normales,32
misión,32
creerme,32
llamé,32
llegan,32
caza,32
drama,32
presidente,32
matando,32
fea,32
ronda,32
encargado,32
abro,32
empresas,32
milagro,32
hablaba,32
gastos,32
careta,32
rotos,32
camello,32
acabaron,32
nora,32
prefiere,32
asignatura,32
amenaza,32
pierdas,32
sospecha,32
comprendo,32
buscarla,32
hacerles,32
uñas,32
amiguita,32
alquiler,32
callo,32
despierto,32
